x1,x2,x3,Class
1.58, -0.215, 1.84,sig
-0.597, -1.32, 0.0807,bkg
1.61, -0.0402, 0.672,sig
-2.4, 1.45, 0.856,bkg
0.306, 0.587, 1.01,sig
-3.05, 1.67, 0.879,bkg
-1.07, 2.48, 1.57,sig
-1.15, -0.00201, 1.79,bkg
1.79, -0.806, 0.232,sig
-2.18, 1.54, 1.4,bkg
1.68, -0.484, 1.56,sig
0.146, -2.25, 1.61,bkg
0.408, 1.37, 0.685,sig
-0.325, -1.71, 1.76,bkg
2.01, -0.58, 1.52,sig
0.137, -1.42, 1.14,bkg
0.0463, 0.983, 0.296,sig
-1.18, 0.0624, 1.68,bkg
-0.0238, 2.42, 0.166,sig
-0.18, 0.184, 1.25,bkg
2.22, -1.33, 1.91,sig
-0.797, -0.211, 1.53,bkg
2.81, -1.2, 1.1,sig
-0.0786, -1.85, 0.546,bkg
1.51, -0.0381, 0.488,sig
0.509, -1.64, 0.103,bkg
1.18, -0.528, 1.58,sig
-3.36, 2.12, 0.572,bkg
0.391, 1.23, 1.88,sig
-2.77, 1.25, 1.66,bkg
-0.12, 1.17, 0.67,sig
-2.02, 0.393, 1.35,bkg
-0.449, 2.3, 1.77,sig
-0.0637, -1.62, 0.198,bkg
0.391, 0.338, 1.65,sig
-1.21, 0.61, 0.338,bkg
1.45, -0.658, 1.81,sig
-0.992, -0.491, 1.13,bkg
1.54, -0.303, 1.41,sig
-2.96, 0.55, 1.98,bkg
2.08, -0.76, 0.445,sig
-1.82, 0.818, 1.64,bkg
-0.539, 2.09, 0.0326,sig
-2.6, 1.8, 0.0092,bkg
1.34, -0.756, 1.25,sig
0.977, -1.58, 0.185,bkg
0.65, 0.47, 0.729,sig
-0.789, -1.18, 1.52,bkg
-0.19, 1.67, 1.89,sig
0.0735, -1.05, 0.143,bkg
0.0177, 1.22, 0.555,sig
-0.693, -0.573, 2.0,bkg
1.72, -0.852, 0.337,sig
-1.3, 0.386, 0.669,bkg
-0.0403, 1.22, 0.537,sig
-1.47, 0.929, 0.0829,bkg
1.74, -0.793, 0.506,sig
-0.0949, -0.767, 0.915,bkg
2.56, -0.59, 0.043,sig
-1.95, 1.09, 1.49,bkg
0.23, -0.104, 1.96,sig
-0.993, 1.12, 1.72,bkg
1.44, -0.545, 1.21,sig
-0.0675, -0.233, 0.12,bkg
-0.0744, 1.65, 1.15,sig
-1.42, 0.0886, 1.92,bkg
1.23, -0.0588, 1.52,sig
0.778, -1.24, 0.0888,bkg
0.377, 1.04, 1.01,sig
-1.02, -1.19, 1.16,bkg
1.77, -0.725, 1.37,sig
-1.66, 0.892, 1.7,bkg
-0.203, 1.6, 1.72,sig
-1.93, 0.654, 0.175,bkg
-0.67, 1.57, 1.85,sig
-2.41, 1.08, 0.917,bkg
-0.358, 1.75, 1.37,sig
0.461, -2.74, 1.73,bkg
-0.764, 2.51, 1.72,sig
-3.47, 2.8, 0.629,bkg
2.31, -1.48, 1.36,sig
0.0903, -0.615, 0.594,bkg
0.441, -0.506, 0.0927,sig
-0.552, -1.11, 0.443,bkg
2.43, -1.98, 0.297,sig
-0.217, -1.17, 0.692,bkg
0.999, 0.597, 1.59,sig
-0.878, -0.077, 1.61,bkg
-0.757, 1.41, 1.21,sig
-1.58, -0.0385, 1.1,bkg
1.25, -0.317, 0.949,sig
-0.103, -0.939, 1.6,bkg
1.19, 0.237, 1.54,sig
-0.773, -0.993, 0.205,bkg
2.15, -1.08, 0.241,sig
-1.44, 1.38, 0.774,bkg
-0.993, 3.35, 1.24,sig
-1.37, 1.15, 0.851,bkg
1.7, -0.687, 1.9,sig
-1.07, 0.53, 0.823,bkg
1.18, 0.948, 0.248,sig
-0.982, -0.242, 0.783,bkg
-1.11, 2.24, 0.776,sig
-1.29, -0.304, 1.41,bkg
1.52, 0.154, 0.659,sig
-0.311, -1.47, 0.779,bkg
-0.298, 0.978, 0.764,sig
-2.17, 1.18, 0.679,bkg
-0.565, 2.39, 0.0874,sig
0.794, -1.71, 0.574,bkg
-0.057, 1.3, 1.49,sig
-1.39, 0.113, 0.22,bkg
0.355, 0.635, 1.41,sig
-1.56, 0.137, 1.93,bkg
1.0, 0.0169, 0.772,sig
-1.53, 0.216, 0.692,bkg
1.14, 0.648, 1.78,sig
1.95, -2.59, 1.48,bkg
-0.133, 0.438, 1.24,sig
-1.05, 0.855, 0.7,bkg
-0.378, 1.72, 0.178,sig
-0.77, -0.643, 1.69,bkg
0.349, 0.36, 0.539,sig
0.946, -2.33, 1.46,bkg
0.457, 0.98, 1.87,sig
-0.396, -0.755, 0.825,bkg
1.65, -1.13, 1.88,sig
-1.25, 1.09, 0.807,bkg
0.828, 0.856, 1.24,sig
-1.28, 0.224, 1.85,bkg
0.585, -0.105, 0.717,sig
-1.75, -0.525, 0.677,bkg
1.6, -1.65, 0.127,sig
0.45, -1.77, 0.264,bkg
0.494, 0.682, 0.251,sig
-1.19, 0.0968, 1.43,bkg
2.02, -1.78, 1.61,sig
0.311, -1.08, 1.79,bkg
0.62, 0.131, 1.4,sig
-1.26, 0.351, 1.15,bkg
2.11, -1.42, 0.3,sig
0.3, -1.96, 1.22,bkg
1.73, 0.0952, 1.57,sig
0.157, -1.37, 0.87,bkg
1.82, -1.66, 1.03,sig
-4.02, 3.08, 0.272,bkg
1.23, -0.000164, 0.835,sig
-0.062, -1.5, 1.62,bkg
1.71, 0.133, 0.343,sig
-0.597, -0.934, 0.932,bkg
0.209, 1.63, 1.98,sig
-1.31, -0.0404, 0.0939,bkg
2.85, -1.32, 1.33,sig
0.0219, -0.543, 0.499,bkg
1.54, -0.223, 1.72,sig
-1.22, -0.258, 0.0353,bkg
0.923, 0.271, 0.355,sig
-0.192, -1.33, 0.477,bkg
2.19, -0.245, 1.45,sig
-1.63, 0.298, 1.53,bkg
1.47, -0.528, 1.18,sig
-2.86, 2.07, 0.0414,bkg
1.55, -0.0912, 0.357,sig
-2.57, 1.78, 1.24,bkg
1.95, -0.519, 1.11,sig
-1.5, 0.253, 1.13,bkg
2.73, -1.31, 0.208,sig
0.662, -1.91, 1.33,bkg
-0.0243, 1.46, 1.06,sig
-0.328, -0.801, 0.709,bkg
2.09, -1.4, 1.93,sig
-0.56, -0.277, 1.44,bkg
1.79, -0.0706, 1.22,sig
-0.626, -0.187, 1.01,bkg
-0.124, 0.851, 0.415,sig
-2.09, -0.0788, 1.28,bkg
1.06, 1.7, 0.343,sig
-3.78, 3.22, 0.149,bkg
0.632, 1.28, 0.396,sig
-0.882, -0.259, 0.913,bkg
-0.269, 1.53, 0.738,sig
0.188, -1.29, 0.498,bkg
1.36, -0.0939, 1.39,sig
-0.894, -0.697, 0.889,bkg
-0.461, 1.32, 0.949,sig
-2.33, 1.34, 0.766,bkg
0.437, 0.596, 0.0289,sig
-0.901, 0.235, 1.27,bkg
-1.2, 1.99, 0.933,sig
0.163, -1.51, 1.68,bkg
0.395, 0.839, 1.29,sig
-0.268, -0.549, 0.383,bkg
-0.0916, 0.523, 0.768,sig
-0.482, -0.0196, 1.67,bkg
-0.532, 2.29, 1.25,sig
-0.499, -0.302, 0.597,bkg
1.06, 0.987, 1.06,sig
-2.94, 2.08, 1.05,bkg
1.27, 0.163, 1.91,sig
-0.619, -0.0305, 1.4,bkg
-0.458, 1.86, 0.337,sig
0.138, -1.44, 0.466,bkg
-1.26, 2.61, 0.00179,sig
-0.717, -0.0886, 1.23,bkg
3.04, -1.66, 0.401,sig
-1.17, 0.331, 1.12,bkg
-0.0726, 0.502, 0.303,sig
-1.37, 1.04, 1.53,bkg
-1.21, 2.52, 1.91,sig
-0.768, 0.476, 1.07,bkg
1.99, -1.15, 0.562,sig
-0.432, -0.527, 1.01,bkg
1.69, -0.849, 0.162,sig
-1.91, -0.235, 1.03,bkg
1.33, 0.693, 1.85,sig
-1.88, 0.136, 0.132,bkg
1.92, -0.658, 1.76,sig
0.486, -2.23, 1.39,bkg
0.739, 0.682, 1.41,sig
-0.355, -0.817, 1.39,bkg
1.59, 0.147, 0.743,sig
-1.43, -0.62, 0.592,bkg
0.28, 0.187, 1.83,sig
-0.0566, -1.19, 0.196,bkg
1.28, -0.265, 0.872,sig
-1.66, 1.34, 1.86,bkg
0.445, 0.243, 1.39,sig
-1.6, 0.372, 0.874,bkg
-0.38, 1.77, 1.48,sig
-0.147, -0.932, 1.53,bkg
1.82, -0.102, 1.41,sig
-0.233, -1.36, 0.742,bkg
2.54, -1.38, 0.146,sig
-1.23, -0.186, 1.14,bkg
1.24, -0.0264, 0.102,sig
0.457, -2.01, 1.95,bkg
2.0, -0.819, 0.884,sig
-0.151, -0.0655, 1.56,bkg
2.25, -1.42, 1.95,sig
-0.469, -0.83, 0.215,bkg
0.124, 1.79, 0.293,sig
-1.06, -0.0632, 1.47,bkg
0.647, 0.656, 1.9,sig
-1.38, 0.273, 0.711,bkg
0.85, -0.229, 1.85,sig
-1.66, 0.733, 1.65,bkg
0.953, 0.465, 1.63,sig
-0.129, -0.119, 0.517,bkg
2.34, -1.24, 0.754,sig
-1.5, 0.0604, 1.17,bkg
2.31, -0.576, 1.87,sig
-2.5, 2.09, 1.25,bkg
0.574, 0.396, 0.895,sig
-1.39, -0.202, 0.398,bkg
-0.59, 1.95, 1.83,sig
-1.6, -0.566, 1.13,bkg
-0.845, 1.45, 0.23,sig
-0.977, 0.718, 1.42,bkg
0.966, 0.745, 1.14,sig
-0.492, -0.163, 2.0,bkg
1.84, -0.366, 0.584,sig
-2.47, 0.699, 1.78,bkg
-0.381, 1.55, 1.89,sig
-2.41, 1.61, 0.152,bkg
-0.641, 1.74, 0.231,sig
0.32, -1.91, 1.85,bkg
0.44, 0.942, 0.276,sig
-0.403, -1.21, 1.01,bkg
3.0, -1.6, 1.66,sig
-1.46, 0.54, 0.318,bkg
0.74, 1.18, 1.28,sig
-1.34, 0.0748, 0.528,bkg
-0.474, 2.41, 0.974,sig
-1.25, 0.88, 0.421,bkg
0.478, 1.13, 1.83,sig
-1.98, 1.45, 0.339,bkg
0.361, 0.653, 1.56,sig
-1.75, 0.841, 0.836,bkg
0.947, 0.969, 1.18,sig
-1.05, -0.961, 0.867,bkg
3.41, -2.71, 0.7,sig
1.14, -2.05, 0.556,bkg
0.889, 0.0309, 1.8,sig
-1.6, -0.296, 0.275,bkg
-0.397, 1.2, 0.834,sig
0.0224, -0.891, 1.6,bkg
-1.25, 2.29, 1.52,sig
0.773, -2.6, 1.14,bkg
1.35, -0.0607, 1.25,sig
-1.62, 0.272, 0.237,bkg
2.5, -0.802, 0.525,sig
-1.99, 0.678, 1.26,bkg
0.402, 0.44, 1.41,sig
0.293, -2.26, 1.83,bkg
1.16, -0.316, 0.42,sig
0.764, -1.33, 1.63,bkg
0.66, 0.713, 1.34,sig
-0.416, -0.297, 0.85,bkg
1.7, 0.0198, 0.645,sig
-0.713, -0.611, 1.94,bkg
0.521, -0.042, 0.728,sig
-0.313, -1.26, 1.49,bkg
2.22, -1.51, 1.93,sig
-1.16, 0.604, 1.92,bkg
1.34, 0.319, 1.05,sig
-1.21, -0.324, 0.468,bkg
1.87, -0.989, 1.64,sig
-0.545, -0.589, 0.324,bkg
0.582, 0.996, 0.833,sig
-1.84, 1.25, 0.0688,bkg
1.12, -0.0333, 0.197,sig
-1.78, 1.66, 0.021,bkg
0.602, 0.665, 1.22,sig
0.486, -1.66, 1.08,bkg
1.79, -0.456, 0.108,sig
-1.89, 0.51, 0.765,bkg
0.87, 1.21, 1.99,sig
-1.75, 0.78, 0.962,bkg
2.3, -0.738, 0.111,sig
-1.56, 0.72, 1.47,bkg
2.44, -1.57, 1.91,sig
-0.638, -0.475, 1.73,bkg
1.03, -0.0272, 1.17,sig
-2.94, 2.69, 1.67,bkg
1.03, -0.207, 0.928,sig
-2.35, 1.83, 0.982,bkg
0.925, -0.0927, 0.319,sig
-1.46, -0.274, 0.959,bkg
1.59, -0.366, 1.3,sig
-0.143, -0.749, 0.482,bkg
2.37, -1.4, 0.307,sig
-0.438, -1.28, 1.24,bkg
2.08, -0.685, 1.79,sig
-1.54, 0.402, 0.201,bkg
0.555, 0.419, 1.82,sig
-2.31, 0.783, 1.86,bkg
0.904, -0.342, 1.15,sig
-0.653, 0.563, 0.019,bkg
1.75, -0.266, 0.516,sig
-0.872, -0.566, 0.131,bkg
-0.197, 1.77, 0.929,sig
0.214, -1.61, 0.356,bkg
1.68, -0.624, 0.789,sig
-0.676, -0.192, 0.932,bkg
2.12, -1.61, 1.48,sig
-1.55, 0.584, 1.91,bkg
1.13, -0.047, 0.307,sig
-0.46, -0.838, 1.85,bkg
-0.402, 1.3, 1.82,sig
-1.95, -0.09, 1.84,bkg
2.0, 0.293, 0.407,sig
-2.3, 1.77, 0.213,bkg
0.716, 0.0618, 0.663,sig
-1.21, 0.53, 0.0346,bkg
1.23, 0.0361, 0.537,sig
-1.98, 0.78, 1.7,bkg
0.0884, 0.227, 0.55,sig
-0.885, -0.305, 1.85,bkg
-0.0496, 0.808, 1.75,sig
-3.21, 1.89, 1.41,bkg
1.83, -0.0111, 1.06,sig
-1.03, -0.231, 1.65,bkg
2.61, -1.54, 0.517,sig
-0.789, -1.19, 1.19,bkg
0.453, 0.455, 0.546,sig
-2.45, 1.14, 1.43,bkg
1.75, 0.184, 1.91,sig
0.121, -1.56, 0.964,bkg
1.72, -0.972, 1.55,sig
-0.536, -1.31, 2.0,bkg
0.827, 1.2, 1.79,sig
-1.18, -0.0508, 0.442,bkg
-0.954, 1.94, 1.06,sig
0.239, -1.25, 0.689,bkg
1.19, 0.12, 0.0545,sig
-0.508, 0.0711, 1.96,bkg
0.933, 0.0293, 0.0501,sig
0.255, -1.29, 1.96,bkg
1.42, -0.206, 1.74,sig
-0.785, 0.106, 1.41,bkg
2.09, -0.644, 1.21,sig
-0.13, -0.91, 1.54,bkg
1.24, -0.0692, 0.0348,sig
-1.95, 0.244, 0.489,bkg
0.222, 0.739, 1.54,sig
0.894, -2.93, 0.157,bkg
0.967, 0.626, 1.01,sig
-1.06, 0.598, 1.84,bkg
-0.131, 0.687, 1.46,sig
-1.24, 0.273, 1.38,bkg
0.412, 1.13, 0.629,sig
-0.449, -0.762, 1.46,bkg
1.06, 0.0897, 0.477,sig
0.543, -1.43, 0.637,bkg
1.02, -0.141, 0.307,sig
-2.83, 1.34, 1.74,bkg
0.265, 1.46, 1.75,sig
-0.54, -0.868, 1.7,bkg
1.93, -0.64, 1.84,sig
-1.7, -0.443, 0.0863,bkg
0.738, 0.8, 1.18,sig
0.41, -1.52, 1.69,bkg
0.674, 0.674, 1.18,sig
-1.44, 0.636, 0.223,bkg
0.586, 0.314, 0.0962,sig
-1.21, -0.364, 1.05,bkg
0.138, 1.37, 1.12,sig
-2.44, 0.641, 1.41,bkg
0.0804, 1.2, 0.302,sig
-0.848, -0.129, 1.21,bkg
1.07, 0.358, 1.16,sig
-1.06, 0.278, 0.0838,bkg
0.934, 0.579, 0.848,sig
-1.62, 0.915, 0.942,bkg
0.424, 1.04, 0.795,sig
-1.44, 0.0112, 0.75,bkg
0.886, 0.737, 1.95,sig
-0.788, -1.09, 1.92,bkg
1.57, -0.737, 1.49,sig
-2.45, 0.816, 1.67,bkg
1.65, 0.0772, 1.36,sig
-0.0972, -1.36, 1.27,bkg
-0.252, 1.48, 0.372,sig
-0.58, -1.9, 0.559,bkg
1.64, -0.365, 1.64,sig
-1.98, 0.592, 1.29,bkg
0.585, -0.503, 1.82,sig
-1.28, 0.395, 1.48,bkg
1.62, 0.246, 1.07,sig
-0.604, -2.14, 0.667,bkg
2.2, -0.803, 0.379,sig
-2.22, 0.422, 0.364,bkg
1.17, -0.113, 0.112,sig
-0.0166, -1.3, 1.65,bkg
1.44, -0.63, 0.0691,sig
-1.81, 0.495, 1.26,bkg
2.17, -0.147, 1.83,sig
-1.45, 0.506, 0.423,bkg
1.73, 0.215, 0.457,sig
-2.7, 1.99, 1.55,bkg
1.41, -0.885, 0.148,sig
-0.369, -1.01, 0.913,bkg
2.17, -0.781, 1.95,sig
-0.591, 0.429, 0.0415,bkg
2.77, -1.29, 1.15,sig
0.534, -1.9, 0.274,bkg
0.591, 1.62, 0.0753,sig
0.834, -2.04, 1.93,bkg
-0.826, 2.14, 0.628,sig
-2.88, 2.13, 1.13,bkg
1.1, 0.127, 1.4,sig
-1.22, -0.311, 1.41,bkg
0.406, 0.354, 1.54,sig
-1.09, -0.296, 0.165,bkg
0.414, 1.07, 0.789,sig
0.105, -1.83, 1.69,bkg
0.192, 0.819, 0.953,sig
-1.08, -0.256, 1.89,bkg
1.45, -0.678, 0.78,sig
-2.8, 1.21, 0.455,bkg
1.72, -0.98, 1.56,sig
-1.38, 0.4, 1.85,bkg
1.65, -0.88, 1.27,sig
-2.23, 1.71, 0.671,bkg
1.71, -1.04, 0.132,sig
-0.541, -0.636, 1.96,bkg
1.38, -1.02, 0.859,sig
-1.3, -0.227, 0.0207,bkg
-0.0359, 1.54, 0.271,sig
0.0786, -1.1, 1.39,bkg
1.7, -0.498, 1.02,sig
-0.428, -0.445, 1.8,bkg
0.98, 0.147, 1.66,sig
-0.842, -0.555, 1.23,bkg
1.18, 0.412, 1.56,sig
-1.9, 0.795, 1.84,bkg
2.19, -0.545, 0.948,sig
-0.831, -1.59, 0.00698,bkg
0.605, -0.235, 1.04,sig
-1.1, 0.714, 0.792,bkg
0.9, 0.596, 0.0603,sig
2.31, -3.8, 1.37,bkg
1.91, -0.349, 0.175,sig
-1.53, 0.272, 1.3,bkg
2.57, -2.4, 1.68,sig
-0.805, -1.2, 0.86,bkg
0.183, 0.377, 0.799,sig
-3.09, 2.63, 0.125,bkg
1.58, 0.464, 1.1,sig
-2.49, 0.705, 1.49,bkg
0.204, -0.347, 1.5,sig
-1.12, -0.238, 1.5,bkg
2.96, -1.68, 1.13,sig
-2.2, 0.694, 0.414,bkg
1.13, 0.236, 1.93,sig
-1.93, 0.735, 0.513,bkg
0.424, 0.629, 0.852,sig
-1.81, 0.399, 1.76,bkg
1.3, -0.431, 0.0925,sig
-1.66, -0.534, 1.37,bkg
0.847, -0.413, 0.713,sig
-1.98, 0.325, 1.88,bkg
0.43, 1.74, 1.7,sig
-1.18, 1.07, 1.2,bkg
1.69, -0.268, 0.745,sig
-0.878, 0.00119, 1.83,bkg
1.84, -0.399, 1.74,sig
-0.431, -0.635, 0.392,bkg
-0.2, 1.57, 0.125,sig
0.00782, -1.23, 0.485,bkg
1.69, -1.02, 0.323,sig
-0.746, -0.695, 0.392,bkg
2.17, -0.879, 0.824,sig
-0.279, -1.06, 1.61,bkg
0.118, 1.59, 1.43,sig
-0.0413, -0.538, 0.98,bkg
1.75, -0.00793, 0.0851,sig
-1.99, 0.588, 0.464,bkg
2.26, -0.545, 1.04,sig
-1.74, 1.03, 0.0177,bkg
0.733, 0.301, 1.27,sig
-2.69, 1.06, 1.05,bkg
0.66, 0.602, 0.274,sig
-1.22, 0.759, 1.53,bkg
0.885, 0.426, 1.53,sig
-0.56, -0.439, 1.16,bkg
0.795, 0.709, 1.91,sig
0.163, -0.433, 0.405,bkg
1.84, -0.902, 1.34,sig
-1.47, -0.0395, 1.04,bkg
-0.153, 0.905, 1.36,sig
-2.02, 0.876, 1.24,bkg
1.35, -0.841, 1.16,sig
-0.465, -0.0733, 1.69,bkg
1.93, -0.0209, 1.67,sig
-0.995, -0.672, 1.5,bkg
2.41, -1.03, 1.84,sig
-0.935, 0.148, 1.81,bkg
0.352, 0.425, 1.83,sig
-1.72, 0.262, 1.38,bkg
2.28, -1.55, 0.751,sig
-0.85, -0.637, 0.98,bkg
2.62, -0.51, 0.863,sig
-0.948, 0.0381, 0.632,bkg
1.43, -0.639, 0.088,sig
-0.284, -0.52, 0.0698,bkg
2.51, -1.41, 0.552,sig
-1.7, 0.694, 1.7,bkg
0.617, -0.188, 0.586,sig
-1.66, 1.06, 1.73,bkg
0.0546, 1.38, 0.358,sig
-0.73, -1.74, 1.61,bkg
1.12, -0.112, 1.47,sig
-2.04, 1.92, 1.31,bkg
0.24, 0.634, 1.78,sig
-1.48, 0.299, 1.17,bkg
0.459, 1.05, 0.0653,sig
-0.45, -0.429, 0.74,bkg
1.52, 0.631, 0.0928,sig
-0.369, -1.44, 0.195,bkg
1.24, -0.135, 1.98,sig
0.239, -1.1, 1.94,bkg
-0.0157, 1.15, 1.41,sig
0.179, -0.915, 1.44,bkg
0.158, 1.04, 0.435,sig
1.38, -3.5, 0.926,bkg
0.036, 0.847, 1.68,sig
-1.71, 0.642, 1.76,bkg
0.247, 1.4, 1.31,sig
-2.45, 1.78, 0.83,bkg
0.307, 0.921, 0.00766,sig
-0.703, 0.265, 0.574,bkg
0.806, -0.0447, 0.591,sig
-3.12, 1.87, 1.8,bkg
1.42, -0.23, 0.192,sig
-0.271, -0.663, 1.58,bkg
1.09, 0.117, 0.261,sig
-1.72, 0.0277, 1.19,bkg
2.25, -1.4, 0.112,sig
-1.76, -0.191, 0.306,bkg
0.661, 1.04, 1.16,sig
-1.39, -0.653, 0.142,bkg
2.12, -0.941, 0.431,sig
-2.87, 2.48, 0.813,bkg
1.03, 0.368, 0.674,sig
-1.76, 0.329, 1.13,bkg
1.71, -0.129, 0.662,sig
-2.1, 0.415, 1.98,bkg
0.198, 0.609, 0.74,sig
-0.738, -0.691, 0.551,bkg
0.734, 0.369, 0.602,sig
-2.45, 1.21, 0.106,bkg
0.352, 0.54, 0.997,sig
-0.823, -0.257, 0.601,bkg
-1.58, 3.25, 0.786,sig
-1.14, 0.645, 1.11,bkg
-1.07, 2.2, 0.924,sig
-1.54, 0.437, 1.59,bkg
0.718, 0.582, 0.0565,sig
0.155, -1.5, 0.834,bkg
0.444, 0.0867, 0.0373,sig
-2.96, 1.82, 1.69,bkg
1.62, -0.48, 0.811,sig
-1.08, -0.386, 1.63,bkg
2.43, -1.45, 0.0641,sig
1.05, -2.48, 0.346,bkg
0.217, 1.86, 1.74,sig
-1.38, -0.0648, 0.459,bkg
2.33, -0.579, 0.753,sig
-0.816, -0.212, 0.155,bkg
3.61, -2.25, 0.674,sig
-1.03, -0.566, 0.335,bkg
-0.262, 1.4, 1.94,sig
-0.859, -0.158, 0.465,bkg
-0.133, 1.5, 1.2,sig
-0.957, -0.0216, 1.82,bkg
1.35, 0.537, 1.83,sig
-0.808, -0.922, 0.384,bkg
1.56, -0.256, 0.856,sig
0.257, -2.45, 0.913,bkg
0.692, 1.3, 1.76,sig
-0.035, -1.83, 0.609,bkg
1.79, -0.741, 0.236,sig
-2.39, 1.16, 0.172,bkg
0.611, 0.186, 1.27,sig
-2.33, 1.24, 1.82,bkg
2.14, -0.924, 1.48,sig
-0.721, -1.53, 0.83,bkg
0.562, 1.48, 1.22,sig
-1.49, -0.507, 0.974,bkg
0.506, 0.615, 1.83,sig
-2.51, 1.45, 1.5,bkg
2.62, -1.34, 1.13,sig
-0.44, -1.16, 0.482,bkg
1.23, -1.55, 1.38,sig
0.349, -1.94, 1.15,bkg
1.55, 0.201, 0.484,sig
0.331, -1.41, 1.73,bkg
0.808, 0.908, 0.61,sig
0.225, -1.69, 1.19,bkg
-1.9, 3.23, 0.262,sig
-1.82, 1.15, 0.936,bkg
1.34, -0.908, 1.04,sig
-1.76, 0.814, 1.23,bkg
0.45, 0.859, 0.377,sig
-1.82, 0.439, 0.517,bkg
0.522, 0.61, 1.61,sig
-0.625, -0.569, 0.467,bkg
-0.698, 1.61, 0.556,sig
-3.58, 2.81, 1.9,bkg
-1.23, 2.78, 1.96,sig
-1.66, 1.15, 1.32,bkg
1.76, -0.71, 0.153,sig
0.197, -2.09, 0.271,bkg
-1.57, 4.07, 1.43,sig
-0.878, -0.863, 0.113,bkg
1.87, -0.294, 1.79,sig
0.568, -1.82, 1.69,bkg
0.0596, 0.116, 1.87,sig
-0.686, -0.59, 0.00412,bkg
1.61, -1.33, 1.95,sig
-1.86, 0.652, 0.267,bkg
1.77, -0.934, 0.0395,sig
-1.61, 0.948, 0.893,bkg
1.41, -0.286, 0.905,sig
1.27, -2.4, 0.294,bkg
-0.371, 1.38, 1.25,sig
-2.41, 0.9, 0.869,bkg
0.138, 1.29, 1.39,sig
-2.25, 0.625, 0.831,bkg
-0.117, 1.82, 0.814,sig
-1.29, 0.723, 1.62,bkg
0.914, 0.458, 0.955,sig
-0.902, 0.558, 0.327,bkg
-1.13, 2.75, 0.991,sig
-2.9, 1.47, 1.08,bkg
0.311, 0.796, 1.62,sig
-1.55, 0.475, 0.0956,bkg
1.73, -0.517, 1.32,sig
-1.79, 0.723, 1.11,bkg
0.52, -0.363, 1.84,sig
-0.0821, -1.64, 1.04,bkg
0.586, 0.656, 1.2,sig
-0.0855, -0.782, 1.77,bkg
1.44, -0.13, 1.4,sig
-0.318, -1.32, 0.567,bkg
1.73, -0.0711, 1.85,sig
-2.47, 1.08, 0.0862,bkg
1.92, -1.24, 0.716,sig
-2.31, 1.72, 1.78,bkg
2.06, -0.496, 1.45,sig
-0.404, -0.773, 0.455,bkg
0.83, -0.139, 1.4,sig
-0.0376, -1.63, 1.1,bkg
2.43, -1.29, 0.206,sig
-0.546, -0.963, 1.57,bkg
-0.414, 1.55, 0.725,sig
-1.19, -0.455, 1.93,bkg
1.93, -0.675, 1.08,sig
-1.66, -0.183, 1.42,bkg
2.15, -1.5, 1.22,sig
-1.64, -0.00629, 0.407,bkg
0.193, 0.941, 1.58,sig
-3.12, 1.59, 0.484,bkg
2.48, -1.13, 1.06,sig
-1.26, -0.156, 1.87,bkg
0.586, 0.833, 1.82,sig
-0.711, -0.339, 0.315,bkg
1.07, -0.477, 1.45,sig
-1.51, 0.105, 0.778,bkg
0.881, -0.399, 1.88,sig
-1.56, 0.117, 1.49,bkg
-0.266, 1.15, 0.157,sig
0.329, -3.19, 1.39,bkg
0.623, 0.743, 1.77,sig
-0.396, -0.325, 1.02,bkg
1.47, 0.156, 1.36,sig
-1.92, 1.31, 1.34,bkg
1.63, -0.56, 0.166,sig
-2.07, 0.965, 0.752,bkg
1.02, 0.0273, 0.497,sig
0.193, -1.39, 0.648,bkg
0.829, 0.607, 1.02,sig
-1.26, -0.218, 1.92,bkg
-0.484, 1.68, 1.32,sig
-0.0736, -1.74, 0.633,bkg
0.582, 0.656, 0.0801,sig
-0.616, -1.55, 1.47,bkg
1.62, -0.257, 0.0873,sig
-2.27, 0.657, 0.389,bkg
0.00974, 1.3, 0.603,sig
0.675, -0.549, 1.38,bkg
0.413, 1.28, 1.12,sig
-0.0679, -0.753, 0.372,bkg
2.46, -1.37, 0.605,sig
-1.33, 0.0867, 0.296,bkg
2.31, -0.836, 1.73,sig
-2.29, 1.54, 1.17,bkg
-0.348, 1.89, 0.657,sig
-1.14, 0.221, 0.089,bkg
0.682, 0.0337, 1.82,sig
-2.76, 1.62, 0.0278,bkg
1.63, -0.627, 1.3,sig
0.13, -1.28, 1.47,bkg
3.29, -1.83, 0.359,sig
-1.03, -0.249, 0.162,bkg
1.7, -0.467, 0.0826,sig
-0.62, -0.76, 1.85,bkg
0.285, 0.709, 0.919,sig
-0.725, -0.467, 1.41,bkg
2.03, -0.987, 0.722,sig
-0.517, -1.58, 1.17,bkg
0.302, 0.85, 1.9,sig
0.633, -0.773, 1.62,bkg
-0.19, 1.67, 0.61,sig
-1.57, 0.467, 0.0498,bkg
-1.07, 2.44, 1.93,sig
-0.734, -0.456, 1.07,bkg
-0.0861, 1.45, 1.13,sig
-1.57, 0.299, 0.09,bkg
1.9, -1.34, 1.06,sig
0.515, -2.47, 0.728,bkg
0.636, 0.988, 1.28,sig
-0.538, -0.888, 0.683,bkg
1.07, 0.439, 0.959,sig
-1.92, 0.422, 1.81,bkg
1.73, -1.03, 0.426,sig
-1.55, -0.447, 1.04,bkg
3.42, -2.18, 0.318,sig
